collection	filename	language	century	notBeforeYear	notAfterYear
the university of manchester	Persian_MS_539.xml	fa	19	1859	1859
the university of manchester	Persian_MS_546.xml	fa	19	1833	1833
the university of manchester	Persian_MS_547.xml	fa	19	1837	1837
the university of manchester	Persian_MS_555.xml	fa	19	1819	1819
the university of manchester	Persian_MS_557.xml	fa	19	1842	1842
the university of manchester	Persian_MS_559.xml	fa	19	1803	1803
the university of manchester	Persian_MS_563.xml	fa	19	1807	1807
the university of manchester	Persian_MS_565.xml	fa	19	1859	1859
the university of manchester	Persian_MS_575.xml	fa	19	1838	1838
the university of manchester	Persian_MS_579.xml	fa	19	1700	1850
the university of manchester	Persian_MS_582.xml	fa	19	1865	1865
the university of manchester	Persian_MS_587.xml	fa	19	1837	1837
the university of manchester	Persian_MS_591.xml	fa	19	1858	1858
the university of manchester	Persian_MS_599.xml	fa	19	1844	1844
the university of manchester	Persian_MS_603.xml	fa	19	1802	1802
the university of manchester	Persian_MS_604.xml	fa	19	1817	1817
the university of manchester	Persian_MS_605.xml	fa	19	1838	1838
the university of manchester	Persian_MS_607.xml	fa	19	1829	1829
the university of manchester	Persian_MS_610.xml	fa	19	1700	1866
the university of manchester	Persian_MS_618.xml	fa	19	1860	1860
the university of manchester	Persian_MS_620.xml	fa	19	1839	1839
the university of manchester	Persian_MS_624.xml	fa	19	1824	1824
the university of manchester	Persian_MS_635.xml	fa	19	1750	1900
the university of manchester	Persian_MS_642.xml	fa	19	1821	1822
the university of manchester	Persian_MS_644.xml	fa	19	1755	1846
the university of manchester	Persian_MS_648.xml	fa	19	1820	1820
the university of manchester	Persian_MS_654.xml	fa	19	1853	1853
the university of manchester	Persian_MS_657.xml	fa	19	1841	1841
the university of manchester	Persian_MS_664.xml	fa	19	1821	1821
the university of manchester	Persian_MS_674.xml	fa	19	1854	1854
the university of manchester	Persian_MS_687.xml	fa	19	1843	1843
the university of manchester	Persian_MS_691.xml	fa	19	1807	1807
the university of manchester	Persian_MS_70.xml	fa	19	1807	1807
the university of manchester	Persian_MS_703.xml	fa	19	1802	1802
the university of manchester	Persian_MS_705.xml	fa	19	1824	1824
the university of manchester	Persian_MS_711.xml	fa	19	1863	1863
the university of manchester	Persian_MS_728.xml	fa	19	1837	1837
the university of manchester	Persian_MS_736.xml	fa	19	1853	1853
the university of manchester	Persian_MS_741.xml	fa	19	1824	1824
the university of manchester	Persian_MS_748.xml	fa	19	1833	1833
the university of manchester	Persian_MS_753.xml	fa	19	1815	1815
the university of manchester	Persian_MS_759.xml	fa	19	1810	1810
the university of manchester	Persian_MS_767.xml	fa	19	1852	1852
the university of manchester	Persian_MS_774.xml	fa	19	1841	1841
the university of manchester	Persian_MS_778.xml	fa	19	1833	1833
the university of manchester	Persian_MS_779.xml	fa	19	1841	1841
the university of manchester	Persian_MS_780.xml	fa	19	1820	1820
the university of manchester	Persian_MS_783.xml	fa	19	1863	1863
the university of manchester	Persian_MS_79.xml	fa	19	1815	1815
the university of manchester	Persian_MS_794.xml	fa	19	1858	1867
the university of manchester	Persian_MS_796.xml	fa	19	1824	1824
the university of manchester	Persian_MS_807.xml	fa	19	1814	1814
the university of manchester	Persian_MS_819.xml	fa	19	1813	1813
the university of manchester	Persian_MS_821.xml	fa	19	1813	1813
the university of manchester	Persian_MS_823.xml	fa	19	1814	1814
the university of manchester	Persian_MS_85.xml	fa	19	1818	1818
the university of manchester	Persian_MS_869.xml	fa	19	1812	1812
the university of manchester	Persian_MS_872.xml	fa	19	1820	1820
the university of manchester	Persian_MS_874.xml	fa	19	1812	1812
the university of manchester	Persian_MS_875.xml	fa	19	1812	1812
the university of manchester	Persian_MS_876.xml	fa	19	1812	1812
the university of manchester	Persian_MS_88.xml	fa	19	1819	1819
the university of manchester	Persian_MS_886.xml	fa	19	1803	1803
the university of manchester	Persian_MS_897.xml	fa	19	1809	1810
the university of manchester	Persian_MS_898.xml	fa	19	1809	1810
the university of manchester	Persian_MS_91.xml	fa	19	1817	1817
the university of manchester	Persian_MS_923.xml	fa	19	1826	1826
the university of manchester	Persian_MS_323.xml	fa+ur	19	1810	1810
the university of manchester	Arabic_MS_133.xml	fr	19	1800	1900
the university of manchester	Pashto_MS_1.xml	ps	19	1750	1850
the university of manchester	Pashto_MS_10.xml	ps	19	1750	1850
the university of manchester	Pashto_MS_11.xml	ps	19	1750	1850
the university of manchester	Pashto_MS_12.xml	ps	19	1750	1850
the university of manchester	Pashto_MS_14.xml	ps	19	1750	1850
the university of manchester	Pashto_MS_15.xml	ps	19	1815	1815
the university of manchester	Pashto_MS_2.xml	ps	19	1750	1850
the university of manchester	Pashto_MS_3.xml	ps	19	1750	1850
the university of manchester	Pashto_MS_4.xml	ps	19	1750	1850
the university of manchester	Pashto_MS_5.xml	ps	19	1750	1850
the university of manchester	Pashto_MS_6.xml	ps	19	1750	1850
the university of manchester	Pashto_MS_7.xml	ps	19	1750	1850
the university of manchester	Pashto_MS_9.xml	ps	19	1750	1850
the university of manchester	Syriac_MS_10.xml	syr	19	1898	1898
the university of manchester	Syriac_MS_16.xml	syr	19	1845	1846
the university of manchester	Syriac_MS_24.xml	syr	19	1800	1900
the university of manchester	Syriac_MS_26.xml	syr	19	1895	1895
the university of manchester	Syriac_MS_29.xml	syr	19	1600	1900
the university of manchester	Syriac_MS_30.xml	syr	19	1898	1900
the university of manchester	Syriac_MS_41.xml	syr	19	1800	1900
the university of manchester	Syriac_MS_47.xml	syr	19	1600	1900
the university of manchester	Syriac_MS_50.xml	syr	19	1890	1890
the university of manchester	Syriac_MS_51.xml	syr	19	1893	1893
the university of manchester	Syriac_MS_55.xml	syr	19	1889	1889
the university of manchester	Syriac_MS_56.xml	syr	19	1887	1887
the university of manchester	Syriac_MS_60.xml	syr	19	1895	1895
the university of manchester	Syriac_MS_63.xml	syr	19	1500	1900
the university of manchester	Syriac_MS_67.xml	syr	19	1600	1900
the university of manchester	Syriac_MS_84.xml	syr	19	1600	1900
the university of manchester	Syriac_MS_20.xml	tur	19	1855	1855
the university of manchester	Syriac_MS_11.xml	syr	20	1905	1905
the university of manchester	Syriac_MS_31.xml	syr	20	1800	2000
the university of manchester	Syriac_MS_32.xml	syr	20	1800	2000
the university of manchester	Syriac_MS_33.xml	syr	20	1900	1905
the university of manchester	Syriac_MS_35.xml	syr	20	1905	1905
the university of manchester	Syriac_MS_37.xml	syr	20	1911	1911
the university of manchester	Syriac_MS_38.xml	syr	20	1910	1910
the university of manchester	Syriac_MS_39.xml	syr	20	1905	1905
the university of manchester	Syriac_MS_42.xml	syr	20	1900	1910
the university of manchester	Syriac_MS_43.xml	syr	20	1800	2000
the university of manchester	Syriac_MS_45.xml	syr	20	1900	2000
the university of manchester	Syriac_MS_46.xml	syr	20	1900	2000
the university of manchester	Syriac_MS_59.xml	syr	20	1909	1909
the university of manchester	Syriac_MS_8.xml	syr	20	1916	1920
the university of manchester	Syriac_MS_83.xml	syr	20	1800	2000
the university of manchester	Persian_MS_354.xml	en			
the university of manchester	Persian_MS_911.xml	en			
the university of manchester	Persian_MS_914.xml	en			
the university of manchester	Persian_MS_1.xml	fa			
the university of manchester	Persian_MS_101.xml	fa			
the university of manchester	Persian_MS_103.xml	fa			
the university of manchester	Persian_MS_104.xml	fa			
the university of manchester	Persian_MS_106.xml	fa			
the university of manchester	Persian_MS_107.xml	fa			
the university of manchester	Persian_MS_111.xml	fa			
the university of manchester	Persian_MS_112.xml	fa			
the university of manchester	Persian_MS_116.xml	fa			
the university of manchester	Persian_MS_117.xml	fa			
the university of manchester	Persian_MS_118.xml	fa			
the university of manchester	Persian_MS_119.xml	fa			
the university of manchester	Persian_MS_123.xml	fa			
the university of manchester	Persian_MS_124.xml	fa			
the university of manchester	Persian_MS_126.xml	fa			
the university of manchester	Persian_MS_127.xml	fa			
the university of manchester	Persian_MS_128.xml	fa			
the university of manchester	Persian_MS_13.xml	fa			
the university of manchester	Persian_MS_133.xml	fa			
the university of manchester	Persian_MS_134.xml	fa			
the university of manchester	Persian_MS_135.xml	fa			
the university of manchester	Persian_MS_140.xml	fa			
the university of manchester	Persian_MS_141.xml	fa			
the university of manchester	Persian_MS_146.xml	fa			
the university of manchester	Persian_MS_147.xml	fa			
the university of manchester	Persian_MS_148.xml	fa			
the university of manchester	Persian_MS_149.xml	fa			
the university of manchester	Persian_MS_15.xml	fa			
the university of manchester	Persian_MS_154.xml	fa			
the university of manchester	Persian_MS_156.xml	fa			
the university of manchester	Persian_MS_158.xml	fa			
the university of manchester	Persian_MS_159.xml	fa			
the university of manchester	Persian_MS_160.xml	fa			
the university of manchester	Persian_MS_161.xml	fa			
the university of manchester	Persian_MS_162.xml	fa			
the university of manchester	Persian_MS_165.xml	fa			
the university of manchester	Persian_MS_166.xml	fa			
the university of manchester	Persian_MS_167.xml	fa			
the university of manchester	Persian_MS_168.xml	fa			
the university of manchester	Persian_MS_169.xml	fa			
the university of manchester	Persian_MS_17.xml	fa			
the university of manchester	Persian_MS_172.xml	fa			
the university of manchester	Persian_MS_174.xml	fa			
the university of manchester	Persian_MS_175.xml	fa			
the university of manchester	Persian_MS_176.xml	fa			
the university of manchester	Persian_MS_181.xml	fa			
the university of manchester	Persian_MS_182.xml	fa			
the university of manchester	Persian_MS_184.xml	fa			
the university of manchester	Persian_MS_187.xml	fa			
the university of manchester	Persian_MS_190.xml	fa			
the university of manchester	Persian_MS_192.xml	fa			
the university of manchester	Persian_MS_195.xml	fa			
the university of manchester	Persian_MS_200.xml	fa			
the university of manchester	Persian_MS_202.xml	fa			
the university of manchester	Persian_MS_206.xml	fa			
the university of manchester	Persian_MS_208.xml	fa			
the university of manchester	Persian_MS_210.xml	fa			
the university of manchester	Persian_MS_212.xml	fa			
the university of manchester	Persian_MS_216.xml	fa			
the university of manchester	Persian_MS_218.xml	fa			
the university of manchester	Persian_MS_22.xml	fa			
the university of manchester	Persian_MS_220.xml	fa			
the university of manchester	Persian_MS_221.xml	fa			
the university of manchester	Persian_MS_224.xml	fa			
the university of manchester	Persian_MS_225.xml	fa			
the university of manchester	Persian_MS_228.xml	fa			
the university of manchester	Persian_MS_229.xml	fa			
the university of manchester	Persian_MS_230.xml	fa			
the university of manchester	Persian_MS_231.xml	fa			
the university of manchester	Persian_MS_232.xml	fa			
the university of manchester	Persian_MS_233.xml	fa			
the university of manchester	Persian_MS_234.xml	fa			
the university of manchester	Persian_MS_235.xml	fa			
the university of manchester	Persian_MS_236.xml	fa			
the university of manchester	Persian_MS_237.xml	fa			
the university of manchester	Persian_MS_239.xml	fa			
the university of manchester	Persian_MS_240.xml	fa			
the university of manchester	Persian_MS_242.xml	fa			
the university of manchester	Persian_MS_243.xml	fa			
the university of manchester	Persian_MS_247.xml	fa			
the university of manchester	Persian_MS_248.xml	fa			
the university of manchester	Persian_MS_25.xml	fa			
the university of manchester	Persian_MS_256.xml	fa			
the university of manchester	Persian_MS_258.xml	fa			
the university of manchester	Persian_MS_26.xml	fa			
the university of manchester	Persian_MS_260.xml	fa			
the university of manchester	Persian_MS_261.xml	fa			
the university of manchester	Persian_MS_262.xml	fa			
the university of manchester	Persian_MS_263.xml	fa			
the university of manchester	Persian_MS_264.xml	fa			
the university of manchester	Persian_MS_267.xml	fa			
the university of manchester	Persian_MS_268.xml	fa			
the university of manchester	Persian_MS_269.xml	fa			
the university of manchester	Persian_MS_272.xml	fa			
the university of manchester	Persian_MS_274.xml	fa			
the university of manchester	Persian_MS_277.xml	fa			
the university of manchester	Persian_MS_279.xml	fa			
the university of manchester	Persian_MS_280.xml	fa			
the university of manchester	Persian_MS_281.xml	fa			
the university of manchester	Persian_MS_284.xml	fa			
the university of manchester	Persian_MS_287.xml	fa			
the university of manchester	Persian_MS_288.xml	fa			
the university of manchester	Persian_MS_290.xml	fa			
the university of manchester	Persian_MS_291.xml	fa			
the university of manchester	Persian_MS_292.xml	fa			
the university of manchester	Persian_MS_293.xml	fa			
the university of manchester	Persian_MS_294.xml	fa			
the university of manchester	Persian_MS_295.xml	fa			
the university of manchester	Persian_MS_296.xml	fa			
the university of manchester	Persian_MS_301.xml	fa			
the university of manchester	Persian_MS_302.xml	fa			
the university of manchester	Persian_MS_32.xml	fa			
the university of manchester	Persian_MS_326.xml	fa			
the university of manchester	Persian_MS_327.xml	fa			
the university of manchester	Persian_MS_331.xml	fa			
the university of manchester	Persian_MS_333.xml	fa			
the university of manchester	Persian_MS_337.xml	fa			
the university of manchester	Persian_MS_339.xml	fa			
the university of manchester	Persian_MS_34.xml	fa			
the university of manchester	Persian_MS_342.xml	fa			
the university of manchester	Persian_MS_343.xml	fa			
the university of manchester	Persian_MS_345.xml	fa			
the university of manchester	Persian_MS_346.xml	fa			
the university of manchester	Persian_MS_347.xml	fa			
the university of manchester	Persian_MS_348.xml	fa			
the university of manchester	Persian_MS_349.xml	fa			
the university of manchester	Persian_MS_350.xml	fa			
the university of manchester	Persian_MS_352.xml	fa			
the university of manchester	Persian_MS_353.xml	fa			
the university of manchester	Persian_MS_355.xml	fa			
the university of manchester	Persian_MS_356.xml	fa			
the university of manchester	Persian_MS_357.xml	fa			
the university of manchester	Persian_MS_358.xml	fa			
the university of manchester	Persian_MS_359.xml	fa			
the university of manchester	Persian_MS_360.xml	fa			
the university of manchester	Persian_MS_361.xml	fa			
the university of manchester	Persian_MS_362.xml	fa			
the university of manchester	Persian_MS_363.xml	fa			
the university of manchester	Persian_MS_365.xml	fa			
the university of manchester	Persian_MS_367.xml	fa			
the university of manchester	Persian_MS_368.xml	fa			
the university of manchester	Persian_MS_369.xml	fa			
the university of manchester	Persian_MS_371.xml	fa			
the university of manchester	Persian_MS_372.xml	fa			
the university of manchester	Persian_MS_373.xml	fa			
the university of manchester	Persian_MS_38.xml	fa			
the university of manchester	Persian_MS_380.xml	fa			
the university of manchester	Persian_MS_381.xml	fa			
the university of manchester	Persian_MS_382.xml	fa			
the university of manchester	Persian_MS_383.xml	fa			
the university of manchester	Persian_MS_389.xml	fa			
the university of manchester	Persian_MS_39.xml	fa			
the university of manchester	Persian_MS_404.xml	fa			
the university of manchester	Persian_MS_405.xml	fa			
the university of manchester	Persian_MS_406.xml	fa			
the university of manchester	Persian_MS_407.xml	fa			
the university of manchester	Persian_MS_409.xml	fa			
the university of manchester	Persian_MS_41.xml	fa			
the university of manchester	Persian_MS_410.xml	fa			
the university of manchester	Persian_MS_411.xml	fa			
the university of manchester	Persian_MS_414.xml	fa			
the university of manchester	Persian_MS_415.xml	fa			
the university of manchester	Persian_MS_417.xml	fa			
the university of manchester	Persian_MS_418.xml	fa			
the university of manchester	Persian_MS_419.xml	fa			
the university of manchester	Persian_MS_42.xml	fa			
the university of manchester	Persian_MS_425.xml	fa			
the university of manchester	Persian_MS_426.xml	fa			
the university of manchester	Persian_MS_428.xml	fa			
the university of manchester	Persian_MS_430.xml	fa			
the university of manchester	Persian_MS_434.xml	fa			
the university of manchester	Persian_MS_435.xml	fa			
the university of manchester	Persian_MS_439.xml	fa			
the university of manchester	Persian_MS_44.xml	fa			
the university of manchester	Persian_MS_441.xml	fa			
the university of manchester	Persian_MS_442.xml	fa			
the university of manchester	Persian_MS_443.xml	fa			
the university of manchester	Persian_MS_448.xml	fa			
the university of manchester	Persian_MS_451.xml	fa			
the university of manchester	Persian_MS_452.xml	fa			
the university of manchester	Persian_MS_453.xml	fa			
the university of manchester	Persian_MS_454.xml	fa			
the university of manchester	Persian_MS_458.xml	fa			
the university of manchester	Persian_MS_459.xml	fa			
the university of manchester	Persian_MS_465.xml	fa			
the university of manchester	Persian_MS_467.xml	fa			
the university of manchester	Persian_MS_47.xml	fa			
the university of manchester	Persian_MS_471.xml	fa			
the university of manchester	Persian_MS_474.xml	fa			
the university of manchester	Persian_MS_475.xml	fa			
the university of manchester	Persian_MS_476.xml	fa			
the university of manchester	Persian_MS_478.xml	fa			
the university of manchester	Persian_MS_479.xml	fa			
the university of manchester	Persian_MS_481.xml	fa			
the university of manchester	Persian_MS_482.xml	fa			
the university of manchester	Persian_MS_483.xml	fa			
the university of manchester	Persian_MS_484.xml	fa			
the university of manchester	Persian_MS_485.xml	fa			
the university of manchester	Persian_MS_488.xml	fa			
the university of manchester	Persian_MS_489.xml	fa			
the university of manchester	Persian_MS_493.xml	fa			
the university of manchester	Persian_MS_494.xml	fa			
the university of manchester	Persian_MS_498.xml	fa			
the university of manchester	Persian_MS_5.xml	fa			
the university of manchester	Persian_MS_500.xml	fa			
the university of manchester	Persian_MS_501.xml	fa			
the university of manchester	Persian_MS_502.xml	fa			
the university of manchester	Persian_MS_503.xml	fa			
the university of manchester	Persian_MS_504.xml	fa			
the university of manchester	Persian_MS_505.xml	fa			
the university of manchester	Persian_MS_507.xml	fa			
the university of manchester	Persian_MS_508.xml	fa			
the university of manchester	Persian_MS_51.xml	fa			
the university of manchester	Persian_MS_510.xml	fa			
the university of manchester	Persian_MS_511.xml	fa			
the university of manchester	Persian_MS_512.xml	fa			
the university of manchester	Persian_MS_513.xml	fa			
the university of manchester	Persian_MS_514.xml	fa			
the university of manchester	Persian_MS_515.xml	fa			
the university of manchester	Persian_MS_516.xml	fa			
the university of manchester	Persian_MS_520.xml	fa			
the university of manchester	Persian_MS_521.xml	fa			
the university of manchester	Persian_MS_522.xml	fa			
the university of manchester	Persian_MS_526.xml	fa			
the university of manchester	Persian_MS_527.xml	fa			
the university of manchester	Persian_MS_528.xml	fa			
the university of manchester	Persian_MS_53.xml	fa			
the university of manchester	Persian_MS_532.xml	fa			
the university of manchester	Persian_MS_533.xml	fa			
the university of manchester	Persian_MS_534.xml	fa			
the university of manchester	Persian_MS_537.xml	fa			
the university of manchester	Persian_MS_541.xml	fa			
the university of manchester	Persian_MS_543.xml	fa			
the university of manchester	Persian_MS_544.xml	fa			
the university of manchester	Persian_MS_549.xml	fa			
the university of manchester	Persian_MS_551.xml	fa			
the university of manchester	Persian_MS_552.xml	fa			
the university of manchester	Persian_MS_553.xml	fa			
the university of manchester	Persian_MS_554.xml	fa			
the university of manchester	Persian_MS_556.xml	fa			
the university of manchester	Persian_MS_560.xml	fa			
the university of manchester	Persian_MS_561.xml	fa			
the university of manchester	Persian_MS_562.xml	fa			
the university of manchester	Persian_MS_566.xml	fa			
the university of manchester	Persian_MS_568.xml	fa			
the university of manchester	Persian_MS_57.xml	fa			
the university of manchester	Persian_MS_570.xml	fa			
the university of manchester	Persian_MS_573.xml	fa			
the university of manchester	Persian_MS_577.xml	fa			
the university of manchester	Persian_MS_58.xml	fa			
the university of manchester	Persian_MS_581.xml	fa			
the university of manchester	Persian_MS_583.xml	fa			
the university of manchester	Persian_MS_584.xml	fa			
the university of manchester	Persian_MS_585.xml	fa			
the university of manchester	Persian_MS_588.xml	fa			
the university of manchester	Persian_MS_589.xml	fa			
the university of manchester	Persian_MS_590.xml	fa			
the university of manchester	Persian_MS_592.xml	fa			
the university of manchester	Persian_MS_594.xml	fa			
the university of manchester	Persian_MS_595.xml	fa			
the university of manchester	Persian_MS_597.xml	fa			
the university of manchester	Persian_MS_598.xml	fa			
the university of manchester	Persian_MS_600.xml	fa			
the university of manchester	Persian_MS_602.xml	fa			
the university of manchester	Persian_MS_606.xml	fa			
the university of manchester	Persian_MS_613.xml	fa			
the university of manchester	Persian_MS_614.xml	fa			
the university of manchester	Persian_MS_615.xml	fa			
the university of manchester	Persian_MS_619.xml	fa			
the university of manchester	Persian_MS_62.xml	fa			
the university of manchester	Persian_MS_621.xml	fa			
the university of manchester	Persian_MS_622.xml	fa			
the university of manchester	Persian_MS_623.xml	fa			
the university of manchester	Persian_MS_626.xml	fa			
the university of manchester	Persian_MS_627.xml	fa			
the university of manchester	Persian_MS_628.xml	fa			
the university of manchester	Persian_MS_629.xml	fa			
the university of manchester	Persian_MS_63.xml	fa			
the university of manchester	Persian_MS_636.xml	fa			
the university of manchester	Persian_MS_638.xml	fa			
the university of manchester	Persian_MS_64.xml	fa			
the university of manchester	Persian_MS_640.xml	fa			
the university of manchester	Persian_MS_641.xml	fa			
the university of manchester	Persian_MS_643.xml	fa			
the university of manchester	Persian_MS_647.xml	fa			
the university of manchester	Persian_MS_649.xml	fa			
the university of manchester	Persian_MS_65.xml	fa			
the university of manchester	Persian_MS_650.xml	fa			
the university of manchester	Persian_MS_651.xml	fa			
the university of manchester	Persian_MS_652.xml	fa			
the university of manchester	Persian_MS_653.xml	fa			
the university of manchester	Persian_MS_655.xml	fa			
the university of manchester	Persian_MS_656.xml	fa			
the university of manchester	Persian_MS_659.xml	fa			
the university of manchester	Persian_MS_66.xml	fa			
the university of manchester	Persian_MS_660.xml	fa			
the university of manchester	Persian_MS_663.xml	fa			
the university of manchester	Persian_MS_665.xml	fa			
the university of manchester	Persian_MS_667.xml	fa			
the university of manchester	Persian_MS_668.xml	fa			
the university of manchester	Persian_MS_673.xml	fa			
the university of manchester	Persian_MS_675.xml	fa			
the university of manchester	Persian_MS_677.xml	fa			
the university of manchester	Persian_MS_681.xml	fa			
the university of manchester	Persian_MS_686.xml	fa			
the university of manchester	Persian_MS_689.xml	fa			
the university of manchester	Persian_MS_695.xml	fa			
the university of manchester	Persian_MS_697.xml	fa			
the university of manchester	Persian_MS_698.xml	fa			
the university of manchester	Persian_MS_700.xml	fa			
the university of manchester	Persian_MS_706.xml	fa			
the university of manchester	Persian_MS_708.xml	fa			
the university of manchester	Persian_MS_709.xml	fa			
the university of manchester	Persian_MS_71.xml	fa			
the university of manchester	Persian_MS_710.xml	fa			
the university of manchester	Persian_MS_712.xml	fa			
the university of manchester	Persian_MS_713.xml	fa			
the university of manchester	Persian_MS_714.xml	fa			
the university of manchester	Persian_MS_715.xml	fa			
the university of manchester	Persian_MS_716.xml	fa			
the university of manchester	Persian_MS_717.xml	fa			
the university of manchester	Persian_MS_719.xml	fa			
the university of manchester	Persian_MS_720.xml	fa			
the university of manchester	Persian_MS_721.xml	fa			
the university of manchester	Persian_MS_723.xml	fa			
the university of manchester	Persian_MS_725.xml	fa			
the university of manchester	Persian_MS_729.xml	fa			
the university of manchester	Persian_MS_730.xml	fa			
the university of manchester	Persian_MS_731.xml	fa			
the university of manchester	Persian_MS_732.xml	fa			
the university of manchester	Persian_MS_733.xml	fa			
the university of manchester	Persian_MS_735.xml	fa			
the university of manchester	Persian_MS_737.xml	fa			
the university of manchester	Persian_MS_74.xml	fa			
the university of manchester	Persian_MS_740.xml	fa			
the university of manchester	Persian_MS_742.xml	fa			
the university of manchester	Persian_MS_743.xml	fa			
the university of manchester	Persian_MS_744.xml	fa			
the university of manchester	Persian_MS_746.xml	fa			
the university of manchester	Persian_MS_747.xml	fa			
the university of manchester	Persian_MS_751.xml	fa			
the university of manchester	Persian_MS_752.xml	fa			
the university of manchester	Persian_MS_757.xml	fa			
the university of manchester	Persian_MS_760.xml	fa			
the university of manchester	Persian_MS_761.xml	fa			
the university of manchester	Persian_MS_762.xml	fa			
the university of manchester	Persian_MS_763.xml	fa			
the university of manchester	Persian_MS_764.xml	fa			
the university of manchester	Persian_MS_766.xml	fa			
the university of manchester	Persian_MS_768.xml	fa			
the university of manchester	Persian_MS_77.xml	fa			
the university of manchester	Persian_MS_770.xml	fa			
the university of manchester	Persian_MS_771.xml	fa			
the university of manchester	Persian_MS_772.xml	fa			
the university of manchester	Persian_MS_773.xml	fa			
the university of manchester	Persian_MS_775.xml	fa			
the university of manchester	Persian_MS_776.xml	fa			
the university of manchester	Persian_MS_777.xml	fa			
the university of manchester	Persian_MS_781.xml	fa			
the university of manchester	Persian_MS_782.xml	fa			
the university of manchester	Persian_MS_784.xml	fa			
the university of manchester	Persian_MS_785.xml	fa			
the university of manchester	Persian_MS_786.xml	fa			
the university of manchester	Persian_MS_787.xml	fa			
the university of manchester	Persian_MS_788.xml	fa			
the university of manchester	Persian_MS_789.xml	fa			
the university of manchester	Persian_MS_790.xml	fa			
the university of manchester	Persian_MS_797.xml	fa			
the university of manchester	Persian_MS_800.xml	fa			
the university of manchester	Persian_MS_805.xml	fa			
the university of manchester	Persian_MS_808.xml	fa			
the university of manchester	Persian_MS_81.xml	fa			
the university of manchester	Persian_MS_811.xml	fa			
the university of manchester	Persian_MS_812.xml	fa			
the university of manchester	Persian_MS_813.xml	fa			
the university of manchester	Persian_MS_814.xml	fa			
the university of manchester	Persian_MS_815.xml	fa			
the university of manchester	Persian_MS_816.xml	fa			
the university of manchester	Persian_MS_818.xml	fa			
the university of manchester	Persian_MS_82.xml	fa			
the university of manchester	Persian_MS_822.xml	fa			
the university of manchester	Persian_MS_824.xml	fa			
the university of manchester	Persian_MS_825.xml	fa			
the university of manchester	Persian_MS_826.xml	fa			
the university of manchester	Persian_MS_828.xml	fa			
the university of manchester	Persian_MS_830.xml	fa			
the university of manchester	Persian_MS_831.xml	fa			
the university of manchester	Persian_MS_835.xml	fa			
the university of manchester	Persian_MS_836.xml	fa			
the university of manchester	Persian_MS_837.xml	fa			
the university of manchester	Persian_MS_840.xml	fa			
the university of manchester	Persian_MS_844.xml	fa			
the university of manchester	Persian_MS_845.xml	fa			
the university of manchester	Persian_MS_847.xml	fa			
the university of manchester	Persian_MS_853.xml	fa			
the university of manchester	Persian_MS_857.xml	fa			
the university of manchester	Persian_MS_86.xml	fa			
the university of manchester	Persian_MS_860.xml	fa			
the university of manchester	Persian_MS_861.xml	fa			
the university of manchester	Persian_MS_862.xml	fa			
the university of manchester	Persian_MS_864.xml	fa			
the university of manchester	Persian_MS_865.xml	fa			
the university of manchester	Persian_MS_868.xml	fa			
the university of manchester	Persian_MS_873.xml	fa			
the university of manchester	Persian_MS_878.xml	fa			
the university of manchester	Persian_MS_879.xml	fa			
the university of manchester	Persian_MS_882.xml	fa			
the university of manchester	Persian_MS_89.xml	fa			
the university of manchester	Persian_MS_890.xml	fa			
the university of manchester	Persian_MS_893.xml	fa			
the university of manchester	Persian_MS_899.xml	fa			
the university of manchester	Persian_MS_9.xml	fa			
the university of manchester	Persian_MS_903.xml	fa			
the university of manchester	Persian_MS_904.xml	fa			
the university of manchester	Persian_MS_912.xml	fa			
the university of manchester	Persian_MS_919.xml	fa			
the university of manchester	Persian_MS_920.xml	fa			
the university of manchester	Persian_MS_921.xml	fa			
the university of manchester	Persian_MS_922.xml	fa			
the university of manchester	Persian_MS_924.xml	fa			
the university of manchester	Persian_MS_926.xml	fa			
the university of manchester	Persian_MS_927.xml	fa			
the university of manchester	Persian_MS_928.xml	fa			
the university of manchester	Persian_MS_929.xml	fa			
the university of manchester	Persian_MS_93.xml	fa			
the university of manchester	Persian_MS_934.xml	fa			
the university of manchester	Persian_MS_937.xml	fa			
the university of manchester	Persian_MS_938.xml	fa			
the university of manchester	Persian_MS_939.xml	fa			
the university of manchester	Persian_MS_940.xml	fa			
the university of manchester	Persian_MS_941.xml	fa			
the university of manchester	Persian_MS_95.xml	fa			
the university of manchester	Persian_MS_97.xml	fa			
the university of manchester	Persian_MS_98.xml	fa			
the university of manchester	Persian_MS_99.xml	fa			
the university of manchester	Persian_MS_758.xml	fa+ar			
the university of manchester	Persian_MS_701.xml	fa+inc			
the university of manchester	Syriac_MS_7.xml	syr			
trinity college cambridge	R.13.18.xml	ar	14	1200	1399
trinity college cambridge	R.13.13.xml	ar	14	1316	1316
trinity college cambridge	R.13.6.xml	ar	14	1367	1367
trinity college cambridge	R.13.5.xml	ar	15	1455	1455
trinity college cambridge	R.13.2.xml	fa	15	1491	1491
trinity college cambridge	R.13.9.xml	fa	15	1484	1484
trinity college cambridge	R.13.10.xml	ar	16	1600	1600
trinity college cambridge	R.13.12.xml	ar	16	1595	1595
trinity college cambridge	R.13.16.xml	ar	16	1552	1554
trinity college cambridge	R.13.19.xml	ar	16	1566	1566
trinity college cambridge	R.13.21.xml	ar	16	1582	1583
trinity college cambridge	R.13.39.xml	ar	16	1558	1558
